,feat,score
112,ITIH2,0.001068270945737207
113,JAM3,0.0016173010721652389
114,JPX,0.0008475097560683348
115,KDELR3,0.008708124177091601
116,KMT2C,0.0025332963485755733
117,LARS,0.0047694331897871695
118,LCA5L,0.0014759463594558823
119,LENG9,0.004565826411376827
120,LGALS8,0.0038358674082913085
121,LHX4,0.047937924314643963
122,LOC100129148,0.0
123,LOC100379224,0.0029874714906969533
124,LOC100996385,0.001961995834322016
125,LOC101241902,0.0
126,LOC101927275,0.0
127,LOC101927901,0.0018765346533199624
128,LOC101928063,0.0
129,LOC101929767,0.0073924811300064884
130,LOC102723809,0.0005378505263072123
131,LOC102723885,0.004651234719881007
132,LOC102724246,0.006276160999449476
133,LOC646471,0.0
134,LOC729732,0.0
135,LRP11,0.0012748473740417578
136,LRRC37A2,0.0038502324551545042
137,LRRC37A6P,0.010279335699222935
138,LYG2,0.005426262779330972
139,MARCH1,0.0
140,MASP2,0.001279313248598285
141,MCC,0.0008084792548845351
142,MCTP1,0.0037112269077440962
143,MEGF11,0.0007165406881056706
144,METTL25,0.0
145,MIR3661,0.012579532665251705
146,MIR635,0.0
147,MLLT10P1,0.0
148,MMP19,0.03301253827487606
149,MPL,0.00364264323730595
150,MROH6,0.009276587817242976
151,MRS2,9.197585901695737e-05
152,MSL1,0.0
153,MSTO1,0.0015894659544075053
154,MYO19,0.008201420181276878
155,MYO5B,0.004536233672135938
156,NDUFA2,0.005335224190951299
157,NDUFAF2,0.0014375202268719493
158,NFE2L3,0.00024004324665779863
159,NFYC,0.0
160,NR2C2,0.027340847601015697
161,NREP,0.0
162,NT5C2,0.0017264787640720182
163,NUDT13,0.0
164,NUDT5,0.000948685277423838
165,OSGEPL1,0.0005494647453339479
166,OXR1,0.04138730698449541
167,PARD6G,0.0
168,PCCA,0.0009318710349974584
169,PCGF3,0.0
170,PCP4L1,0.0033845015397513745
171,PDE6C,0.0
172,PDHX,0.0
173,PGM3,0.0
174,PIGZ,9.269913297139606e-05
175,PLEKHB1,0.0009058903977753547
176,POLR2J4,0.0028727606277896096
177,PP7080,0.011009658329658232
178,PPARA,0.0015053590106473926
179,PPM1N,0.005980963236167636
180,PPP1R3B,0.0030793326920843774
181,PPWD1,0.0009542903584605435
182,PRKX,0.0015587061194371533
183,PROX2,0.000265466703537043
184,PRPF3,0.004189341602478618
185,PRPF38A,0.00900513079150935
186,PSMD5,0.012309877411631672
187,PSMD7,0.0022215038333739954
188,PTPN14,0.0052013186065757435
189,PXK,0.0034417435334525444
190,RAD17,0.0028551877435244195
191,RASGEF1A,0.0031829155860616017
192,RBM4B,0.0
193,REEP5,0.00026549065455137437
194,REV3L,0.0014914954239740534
195,RHOQ,0.006405294600449787
196,RNF113A,0.010805185475801988
197,RNF149,0.0025590597052424415
198,RNF224,0.0015361218663909725
199,RNF39,0.004989309788927526
200,ROCK2,0.003126859816980614
201,RPRD1A,0.002170858072588021
202,RPUSD3,0.021129916117219566
203,RRP7A,0.002125777723073013
204,RUFY3,0.0
205,RUSC1,0.0004745317472913526
206,S100A1,0.003403674806975757
207,SAFB,0.0
208,SBF1,0.00035484055763547543
209,SEC13,0.0041135543049316894
210,SENCR,0.005870233289807851
211,SENP1,0.0015332425269017733
212,SIGLEC16,0.0021575718117384213
213,SKIV2L,0.000764499449379598
214,SLAMF1,0.0
215,SLC13A4,0.001266210938475662
216,SLC25A25,0.0021195232877658167
217,SLC26A2,0.0014547365099521889
218,SLC48A1,0.0
219,SNRPD2,0.0013422301864534723
220,SNX21,0.006198421388408866
221,SPAG4,0.002079884217444236
222,SPDYE5,0.003625560557464789
223,SPRN,0.015393603613027449
224,STX17,0.004254399797656963
225,TAC4,0.00048740938584139573
226,TACC1,0.000625186457485043
227,TAF3,0.00034204049854514044
228,TBC1D8,0.005049102895352739
229,TCF7L1,0.005691514166988007
230,TFIP11,0.0006155841679886546
231,TFPT,0.01024480401472391
232,THADA,0.0026118016910689156
233,TM6SF1,0.003398831060319911
234,TMEM131,0.0
235,TMEM139,0.00030984536669224227
236,TMEM217,0.010489550390713684
237,TMEM221,0.0
238,TMEM259,0.0
239,TMEM263,0.0021151825361852136
240,TMPRSS9,0.0007690970637408702
241,TNFAIP8L1,0.0014573720661044604
242,TNK1,0.0
243,TP53I3,0.004641961437907131
244,TRAF1,0.00032667642918978037
245,TRIM7,0.0
246,TSC1,0.008591205469263426
247,TTPAL,0.0034696404159901663
248,TUBB1,0.000518288181083828
249,TXLNA,0.005931755005814703
250,TYW1,0.030031555720924953
251,UBE2E1,0.010898178664409886
252,UBTF,0.0005462109739887032
253,UHRF1,0.0
254,USP34,0.034696612336873496
255,UTP14A,0.007994845309283854
256,UTP20,0.0030274901932022483
257,VN1R1,0.0018342064010813649
258,VPRBP,0.001269093035279568
259,WARS2,0.005250595779453186
260,WIPI1,0.0019653016995703123
261,ZC3H8,0.005678475877705563
262,ZFP69,0.001914723196252375
263,ZNF37BP,0.003402564973417249
264,ZNF407,0.002451453008199522
265,ZNF506,0.0007845518403349856
266,ZNF544,0.0016771294311410106
267,ZNF546,0.002184882970537863
268,ZNF552,0.0027809849111535504
269,ZNF57,0.0036680818716603326
270,ZNF646,0.0027310192059670745
271,ZNF790,0.004096380248627509
272,ZNF805,0.0
273,ZNF814,0.0016799881299753064
274,ZNF83,0.001892395469616479
275,ZNF865,0.0024834689474452264
276,ZNF878,0.006754917317372755
277,ZNHIT3,0.004556204800981384
278,ZSWIM7,0.0038469559247912275
