"","feat","score"
"4643","SLC25A19",0
"4644","SLC25A22",0
"4645","SLC25A25",0
"4646","SLC25A26",0
"4647","SLC25A3",0
"4648","SLC25A30",0
"4649","SLC25A30.AS1",0
"4650","SLC25A32",0
"4651","SLC25A35",0
"4652","SLC25A36",0
"4653","SLC25A38",0
"4654","SLC25A4",0
"4655","SLC25A45",0
"4656","SLC25A5",0
"4657","SLC25A5.AS1",0
"4658","SLC25A51",0
"4659","SLC26A1",0
"4660","SLC26A2",0
"4661","SLC26A5",0
"4662","SLC26A8",0
"4663","SLC27A1",0
"4664","SLC29A2",0
"4665","SLC2A1",0
"4666","SLC2A11",0
"4667","SLC2A12",0
"4668","SLC2A3",0
"4669","SLC2A4RG",0
"4670","SLC30A5",0
"4671","SLC30A6",0
"4672","SLC31A2",0
"4674","SLC35A1",0
"4675","SLC35A2",0
"4676","SLC35A3",0
"4677","SLC35A4",0
"4678","SLC35B1",0
"4679","SLC35E1",0
"4680","SLC35E2",0
"4681","SLC35E2B",0
"4682","SLC37A2",0
"4683","SLC38A1",0
"4684","SLC38A10",0
"4685","SLC39A1",0
"4686","SLC39A4",0
"4687","SLC39A5",0
"4688","SLC39A7",0
"4689","SLC3A1",0
"4690","SLC43A2",0
"4691","SLC45A4",0
"4692","SLC46A1",0
"4693","SLC46A2",0
"4694","SLC48A1",0
"4695","SLC4A10",0
"4696","SLC4A1AP",0
"4697","SLC4A2",0
"4698","SLC4A5",0
"4699","SLC4A8",0
"4700","SLC51A",0
"4701","SLC5A10",0
"4702","SLC5A2",0
"4703","SLC5A5",0
"4704","SLC5A6",0
"4705","SLC5A9",0
"4706","SLC6A4",0
"4707","SLC6A6",0
"4708","SLC6A8",0
"4709","SLC7A6",0
"4710","SLC7A6OS",0
"4711","SLC7A7",0
"4712","SLC8A1",0
"4713","SLC8B1",0
"4714","SLC9A3",0
"4715","SLC9A5",0
"4716","SLC9A7",0
"4717","SLC9A8",0
"4718","SLC9B1",0
"4719","SLFN14",0
"4720","SLFN5",0
"4722","SLFNL1.AS1",0
"4723","SLK",0
"4724","SLTM",0
"4725","SLU7",0
"4726","SMAD2",0
"4727","SMAD3",0
"4728","SMAD9",0
"4729","SMAGP",0
"4730","SMAP2",0
"4731","SMARCA2",0
"4732","SMARCA4",0
"4733","SMARCA5",0
"4734","SMARCA5.AS1",0
"4735","SMARCAD1",0
"4736","SMARCC1",0
"4737","SMARCC2",0
"4738","SMARCD3",0
"4739","SMARCE1",0
"4740","SMC1A",0
"4741","SMC1B",0
"4742","SMC4",0
"4743","SMC5",0
"4744","SMCHD1",0
"4745","SMCR8",0
"4746","SMEK1",0
"4747","SMEK2",0
"4748","SMG1",0
"4749","SMG1P1",0
"4750","SMG1P3",0
"4751","SMG6",0
"4752","SMG7",0
"4753","SMG7.AS1",0
"4754","SMIM15",0
"4755","SMIM19",0
"4756","SMIM22",0
"4757","SMIM5",0
"4758","SMIM6",0
"4759","SMNDC1",0
"4760","SMPD3",0
"4761","SMPD4",0
"4762","SMTN",0
"4763","SMTNL1",0
"4764","SMU1",0
"4765","SMURF1",0
"4766","SNAI3",0
"4767","SNAI3.AS1",0
"4768","SNAP23",0
"4769","SNAP47",0
"4770","SNAPC3",0
"4771","SNAPC5",0
"4773","SNF8",0
"4774","SNHG16",0
"4775","SNIP1",0
"4776","SNN",0
"4777","SNORA57",0
"4778","SNORA65",0
"4779","SNORA70G",0
"4780","SNRK",0
"4781","SNRK.AS1",0
"4782","SNRNP200",0
"4783","SNRNP35",0
"4784","SNRNP48",0
"4785","SNRNP70",0
"4786","SNRPA",0
"4787","SNRPD2",0
"4788","SNRPD3",0
"4789","SNRPF",0
"4790","SNTA1",0
"4791","SNTB1",0
"4792","SNW1",0
"4793","SNX1",0
"4795","SNX14",0
"4796","SNX17",0
"4797","SNX2",0
"4798","SNX21",0
"4800","SNX30",0
"4801","SNX32",0
"4802","SNX5",0
"4803","SNX8",0
"4804","SOCS2",0
"4805","SOCS2.AS1",0
"4806","SOCS3",0
"4807","SOD1",0
"4808","SON",0
"4809","SORCS2",0
"4810","SORL1",0
"4811","SOX15",0
"4812","SOX30",0
"4813","SP1",0
"4814","SP100",0
"4815","SP110",0
"4816","SP3",0
"4817","SPA17",0
"4818","SPAG1",0
"4819","SPAG17",0
"4820","SPAG4",0
"4821","SPAG5.AS1",0
"4822","SPAG7",0
"4823","SPAG8",0
"4824","SPAG9",0
"4825","SPAST",0
"4826","SPATA13",0
"4827","SPATA24",0
"4828","SPATA3.AS1",0
"4829","SPATA32",0
"4830","SPATA6L",0
"4831","SPATC1",0
"4832","SPCS3",0
"4833","SPDYA",0
"4834","SPDYE1",0
"4835","SPDYE3",0
"4836","SPDYE5",0
"4837","SPDYE6",0
"4838","SPDYE8P",0
"4839","SPEN",0
"4840","SPG11",0
"4841","SPHK2",0
"4842","SPIDR",0
"4843","SPIRE2",0
"4844","SPN",0
"4845","SPNS1",0
"4846","SPNS2",0
"4847","SPNS3",0
"4848","SPOCK2",0
"4849","SPON1",0
"4850","SPON2",0
"4851","SPRN",0
"4852","SPRTN",0
"4853","SPSB2",0
"4854","SPSB3",0
"4855","SPTAN1",0
"4856","SPTB",0
"4858","SPTBN5",0
"4859","SPTY2D1.AS1",0
"4860","SQSTM1",0
"4861","SRA1",0
"4862","SRCAP",0
"4863","SRCRB4D",0
"4864","SREBF1",0
"4865","SREBF2",0
"4866","SREK1",0
"4867","SRGN",0
"4868","SRMS",0
"4869","SRP14",0
"4870","SRP19",0
"4871","SRP68",0
"4872","SRP72",0
"4873","SRP9",0
"4874","SRPK2",0
"4876","SRPR",0
"4877","SRR",0
"4878","SRRD",0
"4879","SRRM1",0
"4880","SRRM2",0
"4881","SRRM2.AS1",0
"4882","SRRM5",0
"4883","SRRT",0
"4884","SRSF1",0
"4885","SRSF10",0
"4886","SRSF11",0
"4887","SRSF12",0
"4888","SRSF2",0
"4889","SRSF3",0
"4890","SRSF4",0
"4891","SRSF5",0
"4892","SRSF6",0
"4893","SRSF7",0
"4894","SRSF8",0
"4895","SRSF9",0
"4896","SSB",0
"4897","SSBP1",0
"4899","SSBP3.AS1",0
"4900","SSBP4",0
"4901","SSFA2",0
"4902","SSH2",0
"4903","SSPO",0
"4904","SSR1",0
"4905","SSR4",0
"4906","SSRP1",0
"4907","SSSCA1.AS1",0
"4908","ST20",0
"4909","ST3GAL1",0
"4910","ST3GAL2",0
"4911","ST3GAL4.AS1",0
"4912","ST5",0
"4913","ST6GAL1",0
"4914","ST6GALNAC2",0
"4915","ST7.AS1",0
"4916","ST7.AS2",0
"4917","ST7L",0
"4918","STAB1",0
"4919","STAB2",0
"4920","STAG1",0
"4921","STAG2",0
"4922","STAG3",0
"4923","STAG3L5P.PVRIG2P.PILRB",0
"4924","STAR",0
"4925","STARD3NL",0
"4926","STARD4",0
"4927","STARD4.AS1",0
"4928","STARD5",0
"4929","STARD7",0
"4930","STARD7.AS1",0
"4931","STARD9",0
"4932","STAT1",0
"4933","STAT2",0
"4934","STAT3",0
"4935","STAT5A",0
"4936","STAT5B",0
"4937","STAT6",0
"4938","STAU1",0
"4939","STBD1",0
"4940","STIP1",0
"4941","STK10",0
"4942","STK11",0
"4943","STK16",0
"4944","STK17A",0
"4945","STK17B",0
"4946","STK19",0
"4947","STK24",0
"4948","STK25",0
"4949","STK35",0
"4950","STK38",0
"4951","STK38L",0
"4952","STK4",0
"4953","STL",0
"4954","STRADA",0
"4955","STRN4",0
"4956","STT3B",0
"4957","STUB1",0
"4958","STX11",0
"4959","STX17",0
"4960","STX18",0
"4961","STX3",0
"4962","STX4",0
"4963","STX5",0
"4964","STX7",0
"4965","STXBP1",0
"4966","STXBP2",0
"4967","STXBP5",0
"4968","STXBP5.AS1",0
"4969","STYX",0
"4970","SUDS3",0
"4971","SUGP2",0
"4972","SULF2",0
"4973","SULT2B1",0
"4974","SUMF2",0
"4975","SUMO1",0
"4976","SUMO1P3",0
"4977","SUN2",0
"4978","SUPT16H",0
"4979","SUPT20H",0
"4980","SUPT4H1",0
"4981","SUPT5H",0
"4982","SUPT6H",0
"4983","SUPT7L",0
"4984","SURF4",0
"4985","SUSD5",0
"4986","SUV39H1",0
"4987","SUV39H2",0
"4988","SUZ12P1",0
"4989","SV2C",0
"4990","SVIL",0
"4991","SVILP1",0
"4992","SWSAP1",0
"4993","SWT1",0
"4994","SYCE2",0
"4995","SYCP3",0
"4996","SYF2",0
"4997","SYK",0
"4998","SYN1",0
"4999","SYNC",0
"5000","SYNCRIP",0
"5001","SYNE1",0
"5002","SYNE1.AS1",0
"5003","SYNE2",0
"5004","SYNGAP1",0
"5005","SYNGR1",0
"5006","SYNRG",0
"5007","SYT15",0
"5008","SYT2",0
"5010","SYVN1",0
"5011","SZRD1",0
"5012","SZT2",0
"5013","TAC4",0
"5014","TACC1",0
"5015","TACC3",0
"5016","TACR2",0
"5017","TADA1",0
"5018","TADA2B",0
"5019","TADA3",0
"5020","TAF1",0
"5021","TAF10",0
"5022","TAF11",0
"5023","TAF15",0
"5024","TAF3",0
"5025","TAF5",0
"5026","TAF6",0
"5027","TAF6L",0
"5028","TAF7",0
"5029","TAF9B",0
"5030","TAGAP",0
"5031","TAGLN",0
"5032","TAGLN2",0
"5033","TALDO1",0
"5034","TANC2",0
"5035","TAOK1",0
"5036","TAOK3",0
"5037","TAP1",0
"5038","TAPBP",0
"5039","TAPBPL",0
"5040","TAPSAR1",0
"5041","TAPT1.AS1",0
"5042","TARBP2",0
"5043","TARDBP",0
"5044","TAS1R1",0
"5045","TAS1R3",0
"5046","TATDN1",0
"5047","TATDN2",0
"5048","TAX1BP1",0
"5049","TAZ",0
"5050","TBC1D10B",0
"5052","TBC1D14",0
"5053","TBC1D16",0
"5054","TBC1D17",0
"5055","TBC1D20",0
"5056","TBC1D5",0
"5057","TBC1D8",0
"5058","TBC1D9",0
"5059","TBC1D9B",0
"5060","TBCB",0
"5061","TBCD",0
"5062","TBCE",0
"5063","TBCK",0
"5064","TBKBP1",0
"5065","TBP",0
"5066","TBRG1",0
"5067","TBX1",0
"5068","TBXAS1",0
"5069","TC2N",0
"5070","TCAIM",0
"5071","TCEA2",0
"5072","TCEAL4",0
"5073","TCEB3",0
"5074","TCEB3.AS1",0
"5075","TCF25",0
"5076","TCF3",0
"5077","TCF7",0
"5078","TCF7L1",0
"5079","TCF7L2",0
"5080","TCHP",0
"5081","TCOF1",0
"5082","TCP1",0
"5083","TCTA",0
"5084","TCTEX1D4",0
"5085","TCTN1",0
"5086","TDRD6",0
"5088","TEFM",0
"5089","TENC1",0
"5090","TENM1",0
"5091","TERF2IP",0
"5092","TES",0
"5093","TESK1",0
"5094","TESK2",0
"5095","TET2",0
"5096","TET3",0
"5097","TEX10",0
"5098","TEX2",0
"5099","TFAP2E",0
"5100","TFB1M",0
"5101","TFIP11",0
"5102","TFPT",0
"5103","TG",0
"5104","TGFB1",0
"5105","TGFB1I1",0
"5106","TGFB3",0
"5107","TGFBI",0
"5108","TGFBR2",0
"5109","TGIF1",0
"5110","TGM4",0
"5111","TGOLN2",0
"5112","TGS1",0
"5113","THADA",0
"5114","THAP11",0
"5115","THAP3",0
"5116","THAP7",0
"5117","THAP7.AS1",0
"5118","THAP8",0
"5119","THAP9",0
"5120","THAP9.AS1",0
"5121","THBS1",0
"5122","THBS2",0
"5123","THBS3",0
"5125","THEM5",0
"5126","THEM6",0
"5127","THEMIS2",0
"5128","THOC1",0
"5129","THOC2",0
"5130","THOC6",0
"5131","THRA",0
"5132","THRAP3",0
"5133","THRB",0
"5134","THRIL",0
"5135","THTPA",0
"5136","THUMPD1",0
"5137","THUMPD3",0
"5138","THUMPD3.AS1",0
"5139","TIAL1",0
"5140","TIAM2",0
"5141","TICAM2",0
"5142","TIGD6",0
"5143","TIGD7",0
"5144","TIGIT",0
"5145","TIMM10B",0
"5146","TIMM17B",0
"5147","TIMM8B",0
"5148","TIMM9",0
"5149","TIMMDC1",0
"5150","TINF2",0
"5151","TIPARP.AS1",0
"5152","TIRAP",0
"5153","TJP3",0
"5154","TK1",0
"5155","TKT",0
"5156","TLDC2",0
"5157","TLK1",0
"5158","TLN1",0
"5159","TLR2",0
"5160","TLR5",0
"5161","TLR9",0
"5162","TM6SF1",0
"5163","TM9SF3",0
"5164","TM9SF4",0
"5165","TMA16",0
"5166","TMA7",0
"5167","TMBIM1",0
"5168","TMBIM4",0
"5169","TMBIM6",0
"5170","TMC3",0
"5171","TMC4",0
"5172","TMC6",0
"5173","TMC8",0
"5174","TMCO3",0
"5175","TMCO4",0
"5176","TMCO6",0
"5177","TMED1",0
"5178","TMED10",0
"5179","TMED10P1",0
"5180","TMED2",0
"5181","TMED4",0
"5182","TMED5",0
"5183","TMED6",0
"5184","TMED7",0
"5185","TMED8",0
"5186","TMEM107",0
"5187","TMEM108",0
"5188","TMEM115",0
"5189","TMEM120B",0
"5190","TMEM121",0
"5191","TMEM123",0
"5192","TMEM126A",0
"5193","TMEM127",0
"5194","TMEM129",0
"5195","TMEM131",0
"5196","TMEM132A",0
"5197","TMEM132D",0
"5198","TMEM138",0
"5199","TMEM139",0
"5200","TMEM140",0
"5201","TMEM14E",0
"5202","TMEM150A",0
"5203","TMEM165",0
"5204","TMEM167A",0
"5205","TMEM167B",0
"5206","TMEM170B",0
"5207","TMEM175",0
"5208","TMEM176B",0
"5209","TMEM179B",0
"5210","TMEM180",0
"5211","TMEM181",0
"5212","TMEM184A",0
"5213","TMEM184C",0
"5214","TMEM191A",0
"5215","TMEM194B",0
"5216","TMEM198B",0
"5217","TMEM200B",0
"5218","TMEM204",0
"5219","TMEM205",0
"5220","TMEM217",0
"5221","TMEM218",0
"5222","TMEM220",0
"5223","TMEM220.AS1",0
"5224","TMEM221",0
"5225","TMEM222",0
"5226","TMEM223",0
"5227","TMEM243",0
"5228","TMEM254.AS1",0
"5229","TMEM255A",0
"5230","TMEM259",0
"5231","TMEM262",0
"5232","TMEM263",0
"5233","TMEM30A",0
"5234","TMEM39A",0
"5235","TMEM43",0
"5236","TMEM44",0
"5237","TMEM45B",0
"5238","TMEM50B",0
"5239","TMEM62",0
"5240","TMEM63A",0
"5241","TMEM66",0
"5242","TMEM69",0
"5243","TMEM74B",0
"5244","TMEM79",0
"5245","TMEM80",0
"5246","TMEM86A",0
"5247","TMEM87A",0
"5248","TMEM91",0
"5249","TMEM97",0
"5250","TMEM9B",0
"5251","TMEM9B.AS1",0
"5252","TMOD1",0
"5253","TMOD2",0
"5254","TMPO",0
"5255","TMPO.AS1",0
"5257","TMPRSS9",0
"5258","TMSB10",0
"5259","TMSB4X",0
"5260","TMUB2",0
"5261","TMX3",0
"5262","TMX4",0
"5263","TNC",0
"5264","TNFAIP1",0
"5265","TNFAIP2",0
"5266","TNFAIP3",0
"5267","TNFAIP8",0
"5268","TNFAIP8L1",0
"5269","TNFRSF10B",0
"5270","TNFRSF13B",0
"5271","TNFRSF14",0
"5272","TNFRSF1B",0
"5273","TNFRSF25",0
"5274","TNFRSF8",0
"5275","TNFSF13",0
"5276","TNIP2",0
"5277","TNK1",0
"5278","TNK2",0
"5279","TNKS",0
"5280","TNPO3",0
"5281","TNRC18",0
"5282","TNRC6B",0
"5283","TNRC6C",0
"5284","TNRC6C.AS1",0
"5285","TOB1",0
"5286","TOB2",0
"5287","TOE1",0
"5288","TOM1L1",0
"5289","TOMM20L",0
"5292","TONSL",0
"5293","TOP1",0
"5294","TOP1MT",0
"5295","TOP2B",0
"5296","TOP3A",0
"5297","TOPORS",0
"5298","TOPORS.AS1",0
"5299","TOR1A",0
"5300","TOR1AIP1",0
"5301","TOR1B",0
"5302","TOR2A",0
"5303","TOR3A",0
"5304","TOX4",0
"5305","TP53",0
"5306","TP53BP1",0
"5307","TP53BP2",0
"5308","TP53I11",0
"5309","TP53I3",0
"5310","TP53TG5",0
"5311","TP73",0
"5312","TP73.AS1",0
"5313","TPCN1",0
"5314","TPD52L2",0
"5315","TPGS2",0
"5316","TPI1",0
"5317","TPM3",0
"5318","TPM4",0
"5319","TPP1",0
"5320","TPPP",0
"5321","TPR",0
"5322","TPSG1",0
"5323","TPT1",0
"5324","TPT1.AS1",0
"5325","TPTE2P5",0
"5326","TRA2A",0
"5327","TRA2B",0
"5328","TRABD",0
"5329","TRAF1",0
"5330","TRAF3IP1",0
"5332","TRAF3IP2.AS1",0
"5333","TRAF3IP3",0
"5334","TRAF6",0
"5335","TRAFD1",0
"5336","TRAK2",0
"5337","TRAM1",0
"5338","TRAM2",0
"5339","TRAP1",0
"5340","TRAPPC10",0
"5341","TRAPPC13",0
"5342","TRAPPC2",0
"5343","TRAPPC4",0
"5344","TRAPPC8",0
"5345","TREML4",0
"5346","TREX1",0
"5347","TRG.AS1",0
"5348","TRIM13",0
"5349","TRIM14",0
"5351","TRIM22",0
"5352","TRIM23",0
"5353","TRIM25",0
"5354","TRIM33",0
"5355","TRIM38",0
"5356","TRIM39",0
"5357","TRIM41",0
"5358","TRIM44",0
"5359","TRIM45",0
"5360","TRIM46",0
"5361","TRIM52",0
"5362","TRIM52.AS1",0
"5363","TRIM59",0
"5364","TRIM62",0
"5365","TRIM67",0
"5366","TRIM7",0
"5367","TRIM8",0
"5368","TRIO",0
"5369","TRIOBP",0
"5370","TRIP10",0
"5371","TRIP11",0
"5372","TRMT1",0
"5373","TRMT10B",0
"5374","TRMT112",0
"5375","TRMT13",0
"5376","TRNT1",0
"5377","TRO",0
"5378","TROVE2",0
"5379","TRPA1",0
"5380","TRPM2",0
"5381","TRPM2.AS",0
"5382","TRPT1",0
"5383","TRPV6",0
"5384","TRRAP",0
"5385","TRUB2",0
"5386","TSACC",0
"5387","TSC1",0
"5388","TSC2",0
"5389","TSC22D1",0
"5390","TSC22D1.AS1",0
"5391","TSC22D3",0
"5392","TSEN54",0
"5393","TSFM",0
"5394","TSIX",0
"5395","TSPAN14",0
"5396","TSPAN16",0
"5397","TSPAN18",0
"5398","TSPAN3",0
"5399","TSPAN31",0
"5400","TSPAN32",0
"5401","TSPAN4",0
"5402","TSPAN5",0
"5403","TSPEAR",0
"5404","TSPO2",0
"5405","TSPYL1",0
"5406","TSPYL2",0
"5407","TSR1",0
"5408","TSR2",0
"5409","TSR3",0
"5410","TSSK2",0
"5413","TSTD2",0
"5414","TSTD3",0
"5415","TTC1",0
"5416","TTC14",0
"5417","TTC16",0
"5418","TTC18",0
"5419","TTC19",0
"5420","TTC21A",0
"5421","TTC21B.AS1",0
"5422","TTC23",0
"5423","TTC28",0
"5424","TTC28.AS1",0
"5425","TTC3",0
"5426","TTC33",0
"5427","TTC39A",0
"5428","TTC40",0
"5429","TTC7A",0
"5430","TTC9B",0
"5431","TTI2",0
"5432","TTLL2",0
"5433","TTLL3",0
"5434","TTN",0
"5435","TTN.AS1",0
"5436","TTPAL",0
"5437","TTYH1",0
"5439","TUBA1A",0
"5440","TUBA1B",0
"5441","TUBA3D",0
"5442","TUBA3FP",0
"5443","TUBA4A",0
"5444","TUBA4B",0
"5445","TUBB",0
"5446","TUBB1",0
"5447","TUBB6",0
"5448","TUBG1",0
"5449","TUBGCP2",0
"5450","TUBGCP4",0
"5451","TUBGCP6",0
"5452","TUG1",0
"5453","TULP2",0
"5454","TUT1",0
"5455","TVP23A",0
"5456","TXLNA",0
"5457","TXLNG",0
"5458","TXNDC11",0
"5459","TXNDC12",0
"5460","TXNDC17",0
"5461","TXNIP",0
"5462","TXNL4B",0
"5463","TXNRD2",0
"5464","TYMP",0
"5465","TYMS",0
"5466","TYMSOS",0
"5467","TYROBP",0
"5468","TYW1",0
"5469","TYW3",0
"5470","TYW5",0
"5471","U2AF1",0
"5472","U2AF2",0
"5473","U2SURP",0
"5474","UBA1",0
"5475","UBA3",0
"5476","UBA5",0
"5477","UBAC2",0
"5478","UBALD2",0
"5479","UBAP1",0
"5480","UBAP2",0
"5481","UBAP2L",0
"5482","UBASH3A",0
"5483","UBASH3B",0
"5484","UBC",0
"5485","UBE2A",0
"5486","UBE2B",0
"5487","UBE2D2",0
"5488","UBE2D3",0
"5490","UBE2E1",0
"5491","UBE2G1",0
"5492","UBE2J1",0
"5493","UBE2L3",0
"5494","UBE2L6",0
"5495","UBE2N",0
"5496","UBE2Q2",0
"5497","UBE2R2",0
"5498","UBE3A",0
"5499","UBN1",0
"5500","UBOX5.AS1",0
"5501","UBP1",0
"5502","UBR4",0
"5503","UBR5",0
"5504","UBR7",0
"5505","UBTF",0
"5506","UBXN1",0
"5507","UBXN11",0
"5508","UBXN4",0
"5509","UBXN6",0
"5510","UCHL5",0
"5511","UCKL1",0
"5512","UCKL1.AS1",0
"5513","UFC1",0
"5514","UFD1L",0
"5515","UFM1",0
"5516","UFSP2",0
"5517","UGDH.AS1",0
"5518","UGGT1",0
"5519","UGP2",0
"5520","UHMK1",0
"5521","UHRF1",0
"5522","UHRF1BP1",0
"5523","UIMC1",0
"5524","UNC45A",0
"5525","UNC50",0
"5526","UNC5A",0
"5527","UNC93B1",0
"5528","UNK",0
"5529","UNKL",0
"5530","UPF2",0
"5531","UPF3A",0
"5532","UPF3B",0
"5533","UPP1",0
"5534","UQCRB",0
"5535","UQCRH",0
"5536","URAHP",0
"5537","URI1",0
"5538","USF1",0
"5539","USF2",0
"5540","USP14",0
"5541","USP15",0
"5542","USP16",0
"5543","USP20",0
"5544","USP21",0
"5545","USP24",0
"5546","USP25",0
"5547","USP3",0
"5548","USP3.AS1",0
"5549","USP30",0
"5550","USP30.AS1",0
"5551","USP34",0
"5552","USP35",0
"5553","USP40",0
"5554","USP45",0
"5555","USP47",0
"5556","USP48",0
"5557","USP49",0
"5558","USP50",0
"5559","USP51",0
"5560","USP54",0
"5561","USP6",0
"5562","USP7",0
"5563","USP8",0
"5564","USP9X",0
"5565","UST",0
"5566","UTP14A",0
"5567","UTP18",0
"5568","UTP20",0
"5569","UTRN",0
"5570","UXT.AS1",0
"5571","VAC14.AS1",0
"5572","VAMP1",0
"5573","VAMP8",0
"5574","VASH1",0
"5575","VASH2",0
"5576","VASN",0
"5577","VASP",0
"5578","VAT1",0
"5579","VCAN",0
"5580","VCL",0
"5581","VCPIP1",0
"5582","VDAC1",0
"5583","VDAC2",0
"5584","VGLL4",0
"5585","VHL",0
"5586","VIM",0
"5587","VIM.AS1",0
"5588","VKORC1L1",0
"5589","VLDLR",0
"5590","VMP1",0
"5591","VN1R1",0
"5592","VPRBP",0
"5593","VPS13A.AS1",0
"5594","VPS13B",0
"5595","VPS13C",0
"5596","VPS26B",0
"5597","VPS29",0
"5598","VPS33B",0
"5599","VPS37B",0
"5600","VPS45",0
"5601","VPS4A",0
"5602","VPS4B",0
"5604","VPS53",0
"5605","VPS54",0
"5606","VPS9D1",0
"5607","VPS9D1.AS1",0
"5608","VRK2",0
"5609","VSIG10",0
"5610","VSIG2",0
"5611","VSIG4",0
"5612","VSIG8",0
"5613","VTI1A",0
"5614","VTI1B",0
"5616","VWA3A",0
"5617","WAC",0
"5618","WAC.AS1",0
"5619","WAPAL",0
"5620","WARS",0
"5621","WARS2",0
"5622","WAS",0
"5623","WASF2",0
"5624","WBP1L",0
"5625","WDFY2",0
"5626","WDR1",0
"5627","WDR11",0
"5628","WDR24",0
"5629","WDR26",0
"5630","WDR33",0
"5631","WDR38",0
"5632","WDR43",0
"5633","WDR46",0
"5634","WDR48",0
"5635","WDR5",0
"5636","WDR52.AS1",0
"5637","WDR54",0
"5638","WDR55",0
"5640","WDR6",0
"5641","WDR73",0
"5642","WDR74",0
"5643","WDR82",0
"5644","WDR83",0
"5645","WDR83OS",0
"5646","WDR86",0
"5647","WDR88",0
"5648","WDR90",0
"5649","WDR91",0
"5650","WDR96",0
"5651","WEE2",0
"5652","WHAMM",0
"5654","WIBG",0
"5655","WIPF1",0
"5656","WIPI1",0
"5657","WNK1",0
"5658","WNK4",0
"5659","WNT1",0
"5660","WNT16",0
"5661","WNT2B",0
"5662","WNT4",0
"5663","WNT8B",0
"5664","WRAP53",0
"5665","WSB2",0
"5666","WTAP",0
"5667","WWP1",0
"5668","XAF1",0
"5669","XBP1",0
"5670","XIAP",0
"5671","XPA",0
"5672","XPC",0
"5673","XPO1",0
"5674","XPO4",0
"5675","XPO5",0
"5676","XRCC3",0
"5677","XRCC5",0
"5678","XRCC6",0
"5679","XRN2",0
"5680","XRRA1",0
"5681","XYLT1",0
"5682","XYLT2",0
"5683","YARS",0
"5684","YARS2",0
"5685","YBX1",0
"5686","YDJC",0
"5687","YEATS2",0
"5688","YIF1B",0
"5689","YIPF2",0
"5690","YLPM1",0
"5691","YME1L1",0
"5692","YPEL1",0
"5693","YRDC",0
"5694","YTHDC1",0
"5695","YTHDF2",0
"5696","YWHAB",0
"5697","YWHAE",0
"5698","YWHAZ",0
"5699","YY1",0
"5700","YY1AP1",0
"5701","ZACN",0
"5702","ZAP70",0
"5703","ZBED2",0
"5705","ZBTB10",0
"5706","ZBTB11",0
"5707","ZBTB11.AS1",0
"5708","ZBTB12",0
"5709","ZBTB17",0
"5710","ZBTB20.AS1",0
"5711","ZBTB24",0
"5712","ZBTB32",0
"5713","ZBTB37",0
"5714","ZBTB4",0
"5715","ZBTB40",0
"5716","ZBTB44",0
"5717","ZBTB45",0
"5718","ZBTB46",0
"5719","ZBTB48",0
"5720","ZBTB5",0
"5721","ZBTB7A",0
"5722","ZBTB8A",0
"5723","ZC2HC1C",0
"5724","ZC3H10",0
"5725","ZC3H11A",0
"5726","ZC3H12B",0
"5727","ZC3H13",0
"5728","ZC3H14",0
"5729","ZC3H15",0
"5730","ZC3H18",0
"5731","ZC3H3",0
"5732","ZC3H4",0
"5733","ZC3H8",0
"5734","ZC3HAV1",0
"5735","ZCCHC14",0
"5736","ZCCHC3",0
"5737","ZCCHC6",0
"5738","ZCWPW1",0
"5739","ZDHHC16",0
"5740","ZDHHC20",0
"5741","ZDHHC3",0
"5742","ZDHHC5",0
"5743","ZDHHC8",0
"5744","ZEB2",0
"5745","ZEB2.AS1",0
"5746","ZER1",0
"5747","ZFAND5",0
"5748","ZFAT.AS1",0
"5749","ZFC3H1",0
"5750","ZFHX3",0
"5751","ZFP28",0
"5752","ZFP3",0
"5753","ZFP36",0
"5754","ZFP36L1",0
"5755","ZFP36L2",0
"5756","ZFP69",0
"5757","ZFP91",0
"5758","ZFR",0
"5759","ZFYVE16",0
"5760","ZFYVE19",0
"5761","ZFYVE9",0
"5762","ZGPAT",0
"5763","ZHX1",0
"5765","ZMAT2",0
"5766","ZMYM3",0
"5767","ZMYM6",0
"5768","ZMYND10",0
"5769","ZMYND11",0
"5770","ZNF106",0
"5771","ZNF124",0
"5772","ZNF132",0
"5773","ZNF140",0
"5774","ZNF142",0
"5775","ZNF146",0
"5777","ZNF165",0
"5778","ZNF175",0
"5779","ZNF181",0
"5780","ZNF2",0
"5781","ZNF205",0
"5782","ZNF205.AS1",0
"5784","ZNF217",0
"5785","ZNF219",0
"5786","ZNF224",0
"5787","ZNF227",0
"5788","ZNF232",0
"5791","ZNF250",0
"5792","ZNF252P.AS1",0
"5793","ZNF276",0
"5794","ZNF295.AS1",0
"5795","ZNF296",0
"5796","ZNF3",0
"5797","ZNF30",0
"5798","ZNF300",0
"5799","ZNF318",0
"5800","ZNF319",0
"5801","ZNF32.AS1",0
"5802","ZNF32.AS2",0
"5803","ZNF324",0
"5804","ZNF330",0
"5805","ZNF333",0
"5806","ZNF335",0
"5807","ZNF337",0
"5808","ZNF33B",0
"5809","ZNF37BP",0
"5810","ZNF384",0
"5811","ZNF385C",0
"5812","ZNF394",0
"5814","ZNF407",0
"5815","ZNF41",0
"5816","ZNF410",0
"5817","ZNF428",0
"5818","ZNF433",0
"5819","ZNF436",0
"5820","ZNF445",0
"5821","ZNF446",0
"5822","ZNF45",0
